tweet_id,tweet_text
314,  ddfbdfabf nice got ta credit gothamburgersc newyorklivetv ddfbdfabf like amp retweet fortnite season battle pass ddfbdfabfa obstwitter appleitunes ddfbdfabfc tl _ ddfbdfabfe surface book ddfbdfab date friend huge crush alexcalichen ddfbdfab y nt bobrisky credit deserves wtf ddfbdfab ddfbdfab ddfbdfab vixx_news vixx hyuk if_only _ pm ddfbdfabb naamah infestation goal corpus gaining cr fieldron eta hrs ddfbdfabd ddfbdfabf ddfbdfab p_pekomi ddfbdfab fate grand order turas ralta fgo t ddfbdfab sorry owen rebel establishment s bad luck stood brexit sided ruling class people vote brexitparty_uk ddfbdfab ddfbdfaba absolutely lost happy months grr martins song ice fire ddfbdfabc db ddfbdfabf vic hi ha coses vergonyoses una delles el negoci de la mort tanatori privat en terrenys pblics preus abusius dem enterrem els seus privilegis vine la rua funerria la gesti municipal del tanatori celebremho ddfbdfab ddfbdfab ddfbdfab excuse ddfbdfab ddfbdfabb ddfbdfabf gledajte sad ove brazde na tek uradjenoj podlozi za asfalt ddfbdfab ddfbdfab complications aviable cases differ methods better ddfbdfab pm modi like school boy failed homework excuses pandit nehru taken away answer sheet indira gandhi paper boat priyankagandhi aicc general secretary ddfbdfabb oh chaque fois donner le meilleur de soi ce est qu un pome mais si est maladroits est avec joie qu vous aime tanka posie yolo mditation amiti ligue_des_optimistes jeudiphoto ddfbdfabd ugur _ guardiola art barcelonaya eski havay katacak tek kiidir uan coutinhoda neymar yapmaya alo uan ddfbdfabf ddfbdfab ddfbdfab want bounce lil uzi knee ddfbdfab ddfbdfab october think amazing babies toast babies happy birth month lovely humans let know baby ddfbdfabb ddfbdfabd ddfbdfabf ddfbdfab ddfbdfab born day late jimmyruffin photo taken fairfield halls ddfbdfab ddfabdfabb ddfabdfabd tweet gt gt ai nt like nt want ddfabdfabf ora misurazione temperatura c umidita punto di rugiada temperatura percep ddfabdfab agzhf ddfabdfab sarap ddfabdfab tprince t t ddfabdfabb anos eu tava fazendo era assim ddfabdfabe ddfabdfab lorenzobises addirittura scomodare cat woman si prenderebbe sberle basta ddfabdfab know capitalism evil forced scab ll debt collectors knocking don work ddfabdfab pay close attention friends nt ask amp continuously talk amp expect nt type people nt need amp took long realise ddfabdfab ddfabdfab silvertip films vlog video production news emilybeachuk filmed southlodgehotel featuring wor ddfabdfabc arsmsk ddfabdfabe enjoy_thenoise quand je vais taffer tout court marche aussi perso ddfabdfab changed soobins hairstyle showing forehead oof dead fr fr ddfabdfab juliadrobertson jsoosty responded tweet read happy lesbiandayofvisibility self worth directly tied fucked hair anyways cis commented lesbian twitter account suspended ddffbdfabe narendramodi ddbdfabda sir s technically possible present constitution given parliamentary system presidential way vote modi ji vote varanasi nt need find best possible candidates constituency ddbdfabd modihiaayega ddbdfab gentle reminder modi election amp dare fight real issues guts sabsebadajhootamodi ddbdfabb el catal una llengua molt antiga modificada poc utilitzada al mercat un catal pot viure un dia plenament ddfbdfabe imagine pm middle election talk pm dead years perported visit naval ship dramsinghvi sabsebadajhootamodi ddbdfab dear rahulgandhi ji ayegatomodihi modihiaayega dddbdfab modihiaayega namowithharyana narendramodi bjpindia ddbdfaba mamata banerjee kolkaat municipality trucks remove banners bjp narendra modi didi mamataofficial scared nt trust voters gon na vote nt like work ddbdfabd purulia deshkishaanmodi ddbdfaba shehzad_ind narendramodi people doubt namo win ddbdfab acb_maharashtra milokmat chdadapatil pmoindia dev_fadnavis waglenikhil cmomaharashtra narendramodi ddbdfab narendramodi agreed gandhis corrupt family sitting papers years ddabdfabb lets return peace return sanity lets progress lets congress lets return development vanity lets progress lets congress sabsebadajhootamodi ddebdfabc modi punch opposition jampacked schedule today addressing rallies day t ddebdfabc independent india temples broken occasions man gujarat kashi modern aurangzeb busy creating rift amp hatred indians sabsebadajhootamodi ddbdfabf amitshah deshkishaanmodi ddbdfabf narendramodi ddbdfabad went review second visit rml hospital got appointment ors days ago choose date went st floor counter online appointments st queue time phirekbarmodisarkar ddbdfabc overcome weakened security india rajiv gandhi modi fudged gdp data hid nsso data employment demonetised country helped increase indias debt amp ignored intelligence report imminent terrorist attack pulwama ddbdfabb vice admiral retd vinod pasricha clarified times says shri rajiv gandhi aboard ins viraat official visit amp visitors basically following norms sabsebadajhootamodi ddbdfab like frankenstein monster founder bjp cell says pm modi team started rot huffpost india ddbdfabdb narendramodi loksabhaelections electionswithindiatv resultswithrajatsharma t ddfbdfabac guy ask selfie reallyswara shoots video instead selfie said ma aayegatomodihi swara shocked ddabdfabe violencia contra las mujeres resultados clave estrategias para abordar la denuncia cumplir la orden de pro ddabdfab seu perfil foi visto por pessoas na ltima hora ddabdfab ddabdfab usj onepiece ddabdfab cutest thing omg ddabdfab cnnnews narendramodi incindia pawankhera hahaha vice admiral political aspirations al ddabdfabb custom shop canopus usedcanopus pack ddabdfabd new film pov films vol t ddabdfabf ddabdfab stray kids bang chan new nickname funny fits ddabdfab aveugle ou quoi directeur de cabinet qui devient prsident de la rpublique omarbongo pendant la maladie de ddabdfab binance binance ddabdfabb caralho mais um dia indo pra aquela mfia que se chama detran ddabdfabe hustling ddabdfaba ddabdfaba ddabdfaba teeny piece nano fiction weep feature anthology end july writingcommunity amwriting drabbles
315,  modi mamataofficial laddus stored laddu moditohgaya
316,modi habitual liar lies daily basis statements false sabsebadajhootamodi
317,  onepluspro maharanapratap thursdaythoughts deshkishaanmodi
318,huge crowd gathered beat narendra modi reports madhuparna_et
319,  pawankhera exposes lies pm modi sabsebadajhootamodi
320,  narendramodi deshkishaanmodi
321,modi editor newspaper thing checked date trust man sabsebadajhootamodi
322,finally voted phase loksabha modihaitohmumkinhai modiagainsaysindia everyvoteformodi indiabolemodidobara modihiaayega narendramodi amitshah bjpmaharashtra dev_fadnavis neel_apte deepvalesha
323,  deshkishaanmodi
324,congress airforce modi went balakot thanks airforce modi taking credit t
325,habitual lier includes marital status amp degree certificate sabsebadajhootamodi
326,  sabsebadajhootamodi
327,lies lies lies modi makes perfect square sabsabadajhootamodi t
328,anti modi gang spreading canard bjp best govt formati
329,promises modi ji delivered hide failures amp divert peoples attention failures modi ji stoops new low sabsebadajhootamodi
330,  live vice admiral vinod pasricha retd said lie prime minister official visit nt holiday facts nt matter mr narendramodi incindias pawankhera addresses media electionswithnews pmrajivjibe
331,  cnnnews narendramodi gvlnrao resources self aggrandisment pr bill s crore kon tera baap bharega kya
332,  narendramodi
333,easy goamining dependents drawing income particular industry shift industry man owning mining truck operate trucks shop owner mining belt narendramodi nstomar nitiaayog goacm
334,let remind disgusting mha modi nd march month delhi government formation mha issued notification remove delhi governments control acb services amp department direct impact common citizen delhi
335,  deshkishaanmodi modihiaayega narendramodi amitshah
336,  bjpindia rss narendramodi vijayanpinarayi cpimspeak cpimkerala cpimlliberation kerala hub anti hindu t
337,lie pm modi nailed sabsebadajhootamodi
338,  sabsabadajhootamodi
339,media saying ppl angry modi throwing chairs ppl throwing away mamata rule
340,  pradip baaki sab badme pehle yeh bata dijiye winning amethi
341,  inctelangana truth article deshkishaanmodi
342,modi targets dead leaders sifydotcom cartoon
343,watch live shri amitshah addressing public meeting balrampur uttar pradesh deshkishaanmodi
344,  ani use insult advantage learn modi sample mamata ll slap modi modi aap didi hain apka aadar karta hu ll blessing congress modi rajiv corrupt congress aise kaise bola
345,  gkpabhishek piyushgoyaloffc yadavakhilesh narendramodi bilkul milega ko btw lallantop dekhne se accha kuc
346,explained modi coward sabsebadajhootamodi
347,modi ji high court cleared pm rajiv gandhi charges bofors case bjp govt govt supreme court dismissed appeal bofors cared truth sabsebadajhootamodi
348,  iyc keshavyadaviyc srinivasiyc satyajeettambe riarevealed milinddeora sabsebadajhootamodi
349,medal best liar narendramodi gold platinum shameless modi
350,  sabsebadajhootamodi shameful modi bhakt rahulkanwal shares lies chela t
351,  narendramodi
352,dear pm narendramodi abrogation articlea article absolutely necessary farooqabdullah _ omarabdullah ghulamnazad amp mehboobamufti converted kashmir syria amp repealed help convert jmu ladakh
353,diversidade de saberes oxignio para uma universidade de excelncia sociedade que nos financia precisa esta
354,  nofake voici mon beaufrre flic au congo qui patrouille dans un lourd x pour garder le pays en situation pacifie par tout les moyens jug adequats le mec opine que pour calmer le neuf trois il faut juste des toyota avec des parebuffle et moins de droits de homme
355,  rajivgandhi ins viraat private taxi pm narendramodi picks story media archive dug twitter user dprarohana handle stands shadow banned
356,  narendramodi
357,landmark judgement set precedent builders won harass homebuyers anymore slapping defamation case whn cornered bcoz thr non performance amp cheating hatsoff shilpithard bravepedestrian pls act dev_fadnavis narendramodi agnt mplodha
358,  jokeoftheday jaayegatohmodihi
359,exclusive remember pm modis pet project ro ro ro pax ferry services suspended month inauguration
360,yeah like indian voters selecting modi pm
361,  rss moditohgaya jayegatomodihi abhoganyay
362,l sabsebadajhootamodi
363,  bjpindia bjpsamvaddelhi pmoindia narendramodi
364,  bjpindia toss ka boss modi
365,  deshkishaanmodi thursdaythoughts earlier muslim crowd like eid bakrid bigger gathering modi rallies listen muslims varanasi case doubt modi represents hindu population india
366,  seriousfunnyguy renmishra narendramodi sad dat humanity left world person continuously wrk betterment india ppl bcam selfish didn nearby development dey didn personal gain hats nar
367,cry baby modi rd sabsebadajhootamodi
368,  sabsebadajhootamodi changed meaning lying
369,  deshkishaanmodi
370,exclusive parliamentary committee bjp mps murali manohar joshi blames modi govt compromising indias safety amp security says defence preparedness level unacceptable situation ominous read t
371,modi challenge cartoon amarujalanews
372,rti response reveals bjp paid rates low rs trip prime minister january dear india tax money spent modi luxury trips instead development feel
373,tmc deshkishaanmodi
374,india young people coming large numbers vote nyay older experienced voters understood powerful idea modi ji time time change come abhoganyay
375,  vickyaarya narendramodi rahulgandhi incindia incindialive priyankagandhi rssurjewala yadavakhilesh
376,  incindia sabsebadajhootamodi
377,ramlila maidan delhi aamaadmiparty incindia deshkishaanmodi
378,  loksabhaelections mamata insulting constitution accepting pm mamatabanerjee narendramodi
379,dear governor mikesonko state health facilities nairobi leaking amp dilapidated building water logged rooms danger leaking roof live electric power water medical commodities store soaked estherpassaris babu_owino moh_kenya whokenya
380,  deshkishaanmodi
381,bebein annesi doum srasnda lnce ailesi tarafndan kalbi balanm siyah tirtl adama dikkat kalbi alan kii len annenin kalbini tayan adama bebein tepkisi inanlmaz
382, 
383,  pmmodionabp
384,exclusive election indias turning point pmmodi namo app
385,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi
386,  narendramodi
387,modiporter robinson amp madeonshelter
388,  niamor jeromedesudie davduf giletsjaunesgo tropical_boy bopealouis modigliani enmodemacaron atheepratiquant collcartonjaune babar_le_rhino razoor ccastaner ah oui est la classe vegas
389,  _ _ _ _ phirekbaarmodisarkaar patliputrakalalramkripal shasaknahisewak
390,  pmmodionabp deshkishaanmodi
391,  rahulgandhi loan waiver days kamal nath loan waiver possible days modihiaayega
392,  narendramodi manogyaloiwal deshkishaanmodi youth chanting jai shri ram mamataofficials house kalighat west bengal way
393,age rajiv gandhi blown pieces sl terrorist age modi clicking pictures outside white house travelling abroad rss money amp roo baroo hounding amp abusing rajiv modi amp paid trolls committed unpardonable sin
394,  yourgalneha amitmalviya let sink tajinderbagga amitmalviya shefvaidya vivekagnihotri rishibagree mvmeet jhasanjay anupampkher aiyshwaryam lambaalka reallyswara haftawasooli sarcasticrofl modiledubega nehr_who t_d_h_nair sanju
395,  phirekbarmodisarkar gambhirforeastdelhi
396,  ashikismyname yourgalneha amitmalviya tajinderbagga shefvaidya vivekagnihotri rishibagree mvmeet jhasanjay anupampkher aiyshwaryam lambaalka reallyswara haftawasooli sarcasticrofl modiledubega nehr_who t_d_h_nair sanjukta realhistorypi
397,  narendramodi rajnathsingh _ _ _
398,modi needs explain lady won election lies education amp repeatedly spread fake news powerful cabinet minister
399,vajpayee son law shimla holidays indian airforce aircraft modi iaf choppers photo shoot locations amp partys programs world wide pm president travels military provides family convoy needless controversy
400,  jharkhandbolemodimodi
401,  sweetu ranjeet siya sahilvikas maltiupadhyay asha__gupta somdutt bluee_bld modified_sher drvarun anuragtamrakar badepapapart aaryavrat mmastarji _ baisaraj jyoti_saffron iavadesh raj_sri rajdevj agrwalr
402,exclusive election indias turning point pmmodi
403,pm modi ins sabsabadajhootamodi
404,  stymo dhruv_rathee chirufollower rahul gandhi called modi chor gaali allegation proof modi responded kind reminded rahul gandhi disgraced father looted bofors kickbacks uncle ottavio qua
405,  chouhanshivraj chouhanshivraj deshkishaanmodi
406,nt forget unnav nt forget unemployed youth nt forget farmers suicide nt forget farmers attacked sabsebadajhootamodi
407,  modihiaayega
408,  modijahanvikaswahan continuous efforts modi govt dreams children education jobs youth
409,dear delhi parents vote wisely tv bhakti modi won bright future children government party like aap parents time private schools try loot exorbitant fees hike vote wisely
410,  narendramodi nayay
411,  narendramodi amitshah ramlal phirekbaarmodisarkar hardilmeimodi harboothparmodi
412,  ayegatomodihi jai shri ram
413,  ashokepandit don cal kashmiri pandith ur language cheap oh modivirus
414,prime minister narendra modi hold rallies today azamgarh jaunpur amp prayagraj uttar pradesh bankura amp parulia west bengal file pic
415,yeh kya se kya ho gaya dekhte dekhte modi ji toh haar ke darr se pura bhokla gaye hain
416,  manojtiwarimp modihiaayega
417,  _ pm modi interview aaj tak campaign purulia
418,  deshkishaanmodi
419,  hmoindia pmoindia awasthis kapilmishra_ind modifiedvikas tajinderbagga drhvoffice pmoindia sardanarohit
420,  narendramodi fairly inaccurate surprising article relating pms holiday accused naval ships taxi surfaced soon narendramodi called chor year old report inaccuracies
421,muck modi utters going land face time lets lies win truth triumphs sabsebadajhootamodi
422,  narendramodi modihiaayega namowithharyana bjpsirsa bjphisar mlkhattar subhashbrala subhashbrala sunitaduggal brijendraspeaks
423,  jharkhandbolemodimodi
424,mr modi bjp trying hide failures abject acceptance surrender defeat knowing internal reports booth reports phases dramsinghvi sabsebadajhootamodi
425,  narendramodi pmmodionabp
426,  reallyswara epic response man approached selfie airport video heard saying ma aayega modi hi
427,  narendramodi ready debate sir
428,retd vice admiral lambasts pm modi ins viraat allegation pm shri rajiv gandhi mr gandhi official visit sabsebadajhootamodi
429,  amitshah amitshahoffice bjpup bjpindia deshkishaanmodi loksabhaelections
430,  transformingindia bjpmission narendramodijindabad
431,  modihiaayega
432,shame gautamgambhir know mandatory filthy misogynist bjpindia sordid fake pamphlet atishiaap crossed limits attack woman cost dearly narendramodi
433,activity onboard naval ship transmitted recorded helicopter landings modi days pm let check defence ministry prove allegation
434,  mrchoudharys dchautala narendramodi sal pehle haryana mein punjabio ki dukane kis ne jawali thi chun chun ke
435,  karma rajivgandhichorhai gandhipariwarchorhai justmodi video link youtube
436,modi ji india interested blatant lies rajiv gandhi ji dishing look interested know sabsebadajhootamodi
437,gandhi family ins viraat personal taxi modi
438,  harboothparmodi
439,  isinghapurva modifiedvikas rahulgandhi priyankagandhi monurajasthan hindu_blood sengarlive singhawantika harishgariyabjp abhijatmishr marchanapandey premi _ mesmerieye_zer isapnamishra meghagupta kajal_jaihind
440,non monsieur le dput la faute morale vient de la majorit qui accept de modifier la loi en la rendant dramatique pour les enfantsplacs nous remercions les dputs qui ont vot contre la loi la demande des premiers concerns cessez votre instrumentalisation
441,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi
442,  divyaspandana narendramodi zero concern police man collapsed stage campaigning continues
443,super love super leader people bankura deshkishaanmodi mainbhichowkidar
444,pm modi lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi
445,  deshkishaanmodi
446,nervous vs confident refers chits vs impromptu avoids eyecontact vs straight looks fighting vs elections bjp cell spent millions create pappu pappumodi presented rgpm abhoganyay
447,  pmmodi economy
448,  sushilmodi nitishkumar narendramodi laluprasadrjd sushilmodi
449,  deshkishaanmodi
450,mamata banerjee paranoid municipality trucks remove banners bjp narendra modi paranoia comes fact didn development work past years scared voted power
451,  sabsebadajhootamodi lies lies lies incessantly targeting alive sick despicable person modi
452,  jharkhandbolemodimodi
453,modi speak issues like jobs farmers distress economy fake jumlas failed issues divert attention non issues amp resort personal insults martyred terrorists sabsebadajhootamodi
454,  sabsebadajhootamodi
455,fir registered group people raised modi slogans digvijaya _ roadshow bhopal mp police personal seen wearing saffron scarves amp campaign cong candidate democracy safe cool amp giving flying kisses liberals ecisveep desimojito
456,great connect masses promising vision country ability deal modi company venom patience dignity mr rahulgandhi best pm material india decades rgforpm
457,  narendramodi amitmalviya epic scenes visit modiji pm west bengal moditohgaya
458,  betterpakistan hakumat league nai kee hai aur app kai khayal main modi ko summon kareen
459,  kesari mandeepbajwa krajeebanker imtaps narendramodi mr bajwa inc member read bio
460,  narendramodi bjpdelhi
461,je vous conseille aller regarder arrt qui modifie les maquettes de des si vous avez
462,  deshkishaanmodi
463,narendra modi accused rajiv gandhi ins viraat personal tour retd vice admiral vinod pasricha commanding officer ins viraat says nt m missing mani shankar aiyar sabsabadajhootamodi
464,pm lying truth times sabsebadajhootamodi
465,ridculo virou modinha adolescente gostar de van gogh triste
466,  airtel_presence narendramodi bjpdelhi smartly airtel replied pop messages kind
467,pm modi lists abuses hurled says congress spare mother nam
468,lets debate bofors rafale minutes mr modi rahulkachallenge
469,purulia west bengal ahmedabad gujarat people gathered glimpse pm narendramodi deshkishaanmodi
470,  onepluspro blockbustermaharshi viswasam ayogyaarrivestomorrow deshkishaanmodi sabsebadajhootamodi sarkar
471,  onepluspro maharanapratap thursdaythoughts deshkishaanmodi
472,  nidhi believe ndtv chatu ravish jamat working hard uproot modi government
473,  deshkishaanmodi
474,  jharkhandbolemodimodi
475,  jharkhandbolemodimodi
476,modiji knowing according maintain image come sorts excuses going able escape excuses time abusing family panic rahulgandhi ji
477,congress problem called lakh suit gifted pm modi absolutely issues ins virat personal vacation exposed navy vessel secrets amp capabilities foreigners
478,felt twitter twitterindia jack shadow banned pm narendramodi ac
479,yesterday bebest anniversary celebration flotus honored farmington high school robotics teamyoung leaders tech skills modify adapt motorized play equipment children wheelchair provides road mobility
480,  moditsunamo
481,vice admiral vinod pasricha retd said lie prime minister sh rajiv gandhi official visit nt holiday facts nt matter mr narendramodi pawankhera sabsebadajhootamodi
482,  chouhanshivraj chouhanshivraj deshkishaanmodi
483,  jharkhandbolemodimodi
484,  sabsebadajhootamodi
485,  sujata_trivedi narendramodi manogyaloiwal
486,watch modionzee
487,  chouhanshivraj narendramodi chouhanshivraj deshkishaanmodi
488,  timesnow dramsinghvi pm narendramodi congress ki prem ki dictionary cong ki prem ki varsha
489,  prakash cnnnews narendramodi incindia pawankhera official visit
490,pm lying strange claims got details wrong administrator island check records wajahat habibullah retired bureaucrat administrator lakshwadeep sabsebadajhootamodi
491,  sabsebadajhootamodi
492,  narendramodi t
493,  firsemodi
494,  narendramodi zeenewshindi aajtak arnabgoswamirtv
495,years rahulgandhi attacking narendramodi baseless alligation like chowkidar chor pulwama t
496,modi govts strategic plan helped open jan aushadhi kendras deliver medicines half market price dhairyaroy opindia_com
497,  sabsebadajhootamodi
498,modi ji ko sirf kehna krke dikhana chahiye betiyon ko dokha dwne walon ko aap sakht saza jin logon ne hamari zindagi bardad ki unki thodi si zindagi barbad ho ye logon ko kyun samjh ata hum insan hy hame dard hota hy
499,defence lies exposed ahmed patel ji rajiv gandhi ji assassinated st congress supported chandrashekhars th nov st jun regime surely wasn bjp called hate incindia deshkishaanmodi
500,shining india dalit boy beaten bjp supporters dalit boy bought car nt like minorities lynched daily india un unhumanrights wsj nytimes sushmaswaraj narendramodi razarumi hamidmirpak gulbukhari bbcurdu
501,  piyushgoyal deshkishaanmodi
502,jai shri ram amp modi modi chants raised madan mitra roadshow dkha dkha mamata didi revolution taking place west bengal jaishriram
503,supreme court dismisses petition rahulgandhi alleging holds citizenship countries cji ranjan gogoi said company form mentioned rahul gandhi british citizen british citizen case dismissed tight slap modi
504,  ptshrikant narendramodi bjpup amitshah
505,pm modi says rajiv gandhi went vacation lakshadweep ins virat vice admiral time rajiv gandhi aboard ins viraat official visit amp visitors basically following norms facts pm modi sabsebadajhootamodi
506,knows tame media embedded panna pramukhswill dare ask modi running office track record pm citing demonetisation masterstroke
507,  deshkishaanmodi congressneveragain
508,time modi govt took fudging data gdp employment companies destroying indias credibility economy heres latest bomb
509,ground report slaves factory owners workers hit delhi streets modi govts anti labour policies modi government stop interfering functioning banks continue protests future t
510,sabsabadajhootamodi shamelessly trying best divert attention failure pm fulfill promises ask votes demonetization blunder gst ruined economy ploy malign gandhis fake news working shame
511,watch local tmc leader enters voting counter vote behalf multiple elderly voters hooghly tarakeswar arambagh lok sabha seat iindrojit reporterdiary loksabhaelections phase votinground videos t
512,sc rejected tejbahadur petition challenging rejection nomination paper modi producing certificate ec dismissed corruption disloyalty modi election wins challenged
513,rajiv gandhi ins viraat taxi family vacation pm modi
514,  myfellowindians narendramodi sanjayuvacha loquacious_lion sonumohanty subytweets mnomics _ neo_pac
515,  sabsebadajhootamodi new competitor
516,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi riarevealed
517,didn bjp pass ordinance stop sealing modi promised statehood delhi didn bjp grant statehood imran khan endorsing narendra modi arvindkejriwal asked prime minister
518,ll gruppo di clienti napoletani con loro abiti su misura laccento modi di fare mi fa impazzire li amo troppo
519,  deshkishaanmodi
520,  faithful mess pure people hearts
521,white house transitioning cooperating special counsel robert muellers investigation war footing facing congressional democrats citing mueller report roadmap impeaching president
522,  narendramodi deshkishaanmodi
523,  pmoindia narendramodi dot_india look issue closer mile bsnl connections running people refusing applications want mbps unlimited plan home
524,voices ground lotus bloom heart india modi magic dies madhya pradesh sabsebadajhootamodi
525,  rahulkachallenge modi isn opposition leader pm investigation apparatus disposal instead making false accusations investigated congress leaders dare probe biggest scams involved rafale amp demonetisation
526,  fras return rightful owner integrity negotiable commodity
527,  narendramodi
528,  jayajaitly rohini_sgh narendramodi pm narendramodi congress ki prem ki dictionary cong ki prem ki
529,koi english transasese sabsebadajhootamodi
530,  narendramodi ji public meeting bankura bjpbengal narendramodi amitshah kailashonline menonarvindbjp namoagain phirekbaarmodisarkar mainbhichowkidar modihaitohmumkinhai
531,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi
532,oops fake narrative narendramodi bjpindia rajivgandhi loksabhaelection elections
533,thank shri narendramodi creating opportunity indians learn real history nehru truth rss role national struggle
534,  deshkishaanmodi
535,entire world bank career heard complaints indias national statistics heard problematic chinese data modi jaitley damaged credibility modikafakegdp
536,  electionsoutlook improved education health infrastructure water facilities etc arvindkejriwal narendramodi loksabhaelections elections elections
537,  jharkhandbolemodimodi
538,  deshkishaanmodi tukde tukde gangster like swarabhaskar modihiaayega modioncemore modioncemore modiagain modihaitovikashai modihiaayega harboothparmodi
539,  moditohgaya
540,odin source income don away protestagainstprescution moonsofficial pmoindia narendramodi dev_fadnavis arunjaitley finminindia bjpshivpshukla amitshah secretarydea cmomaharashtra piyushgoyal
541,  vijaysankalprally modijahanvikaswahan
542,srikishun knows actor turned mp ravi kishan bjp candidate gorakhpur little consequence said going way vote modi report pti_news ahead round seven phase loksabhaelections
543,namdar family congress ins viraat personal taxi pm modi raises rajiv gandhis lakshadweep vacation aircraft carrier
544,  vandanasonkar adarsh _ anjuydv yadavshyamsp brajeshyadavsp narendramodi myogiadityanath shivani
545,  narendramodi modionzee pm zeenews sudhirchaudhary
546,late prime minister rajv gandhi official visit amp holiday vice admiral retd vinod pasricha modi ji proved sabsebadajhootamodi
547,  abbakkahypatia bjp gets modi shah kicked think need allies maybe gad
548,rahul gandhi rally policeman slaps boy wearing modi mask asks chant chowkidar chor hai
549,wondering ishqfm paid modi ads repeat
550,days sabsebadajhootamodi away oblivion ll laughed future generations india like hitler germany black era indian democracy coming end rd
551,pm modi master lies sabsebadajhootamodi
552,  omersajj mayavi divyaspandana narendramodi empathy
553,watch video amp retweet congress cell tweet trending sabsebadajhootamodi watching video know biggest liar deshkishaanmodi
554,  nitin_gadkari deshkishaanmodi
555,  narendramodi nirahua
556,kind police gundagardi policeman tears kids modi mask sls threatens amp chowkidar chor hai
557,  devyanidilli ahmedpatel narendramodi rajnathsingh sanjay gandhi died suspicious aircrash indira gandhi pm ahmed patel logic indira responsible sanjay death mysterious accidental deaths scindhia amp pil
558,  panchaljirajesh aditya narendramodi pmoindia sushmaswaraj uppolice dgpup sspnoida bikebot narendramodi_in garvit innovative promoters ltd bikebot cmd sanjay bhati pending
559,  sardanarohit manakgupta htetey bjpindia amitshah narendramodi sudhirchaudhary bjp seat congres goes remember tweet
560,  jharkhandbolemodimodi
561,  jharkhandbolemodimodi
562,  onepluspro deshkishaanmodi maharanapratap ins viraat sabsebadajhootamodi purulia shankarajayanti bankura
563,  sabsebadajhootamodi
564,join ageless timeless evergreen dreamgirlhema campaign hema ji urge people india vote india promise prosperity power happy grace occasion join phirekbaarmodisarkar
565,  loosebool randomadmi uuuf aab bjp propaganda ko likes kaise milenge moditohgaya whokilledrajivg
566,  _ kashibolenamonamo phirekbaarmodisarkar narendramodi
567,posting reaction shameless comments pmoindia rajivgandhi shameonpmmodi
568,  aapcandidates delhiwithcongress aayegatohmodihi modihiaayega p singh
569,years rahulgandhi attacking narendramodi baseless alligation like chowkidar chor pulwama briyani nawab sarif lutyens media dynesty slaves modi started counter attack facts figure lutyens media dynesty slaves
570,guddi devi face advertising posters banners thrilling project use dried cow dung cooking deshkishaanmodi
571,vatandatan ysk kararna tepki bizim zekamzla dalga geiyorsunuz kaynak yenia vatandatan ysk karar
572,  chouhanshivraj deshkishaanmodi
573,narendra modi gone dog whistle vulture politics says bainjal thewire_in
574,tmc manogyaloiwal narendramodi atvideo t
575,seen manmohan ji sonia gandhi attended rallies given speeches power took granted modi ji working like aar ya paar attitude difference
576,  sabsebadajhootamodi shameonpmmodi loksabhaelections incindia rahulgandhi priyankagandhi divyaspandana
577,  modiledubega
578,  st rd arested alwar gang rape policerajasthan kill st rds delay beacuse crappy people worthy live narendramodi
579,vs narendramodi manogyaloiwal atvideo t
580,calling spade spade rajiv gandhi took ins viraat family vacation jeopardised national security pm modi
581,  namoagain modihiaayega bjp amitshah namo moditotimesnow
582,modi doesn believe love true hindu true hindu taught lie modi pathological liar goes says proven lie sick shameful lying incessantly targeting sabsebadajhootamodi
583,  rajasthanroyals rcbtweets dc lose csk csk won dc mi won dc csk won mi winner ipl final gt onepluspro deshkishaanmodi gamebanayeganame r
584,  rahulgandhi sabsebadajhootamodi
585,divya lies countered commander navy shri chandrasekhar rounds whatsapp groups says witness misuse war ship don dare modi lies
586,  incindia narendramodi rahulgandhi lambaalka sherryontopp
587,flag stands saffron sacrifice white peace purity green life prosperity gautamgambhir wearing rss narendramodi glasses amp having tunnel vision sees saffron anger white shroud green hatred decide vote atishiforeastdelhi
588,abused mother asked father pm modi lists congress abuses hurled
589,mr teleprompter interview sabsebadajhootamodi
590,  ma_rathore ajaysingh kunwarmanojsin narendramodi vasundharabjp myogiadityanath gssjodhpur ra_thore
591,nehru took homework priyankagandhi jibes pm modi delhi roadshow loksabhaelections
592,  deshkishaanmodi congressneveragain
593,  maibhichowkidar maibhichowkidaar maibhichaukidar chowkidarphirse chowkidars chowkidar chowkidaar chowkidari chowkidarnarendramodi choukidar chokidaar chokidar chokidar narender modi modispeakstobharat modihaitomumkinhai modifor modiagain modiji
594,mere changing names performance modi ji check article modi merely renamed congres
595,pm modi lists abuses hurled says congress didn spare mother incindia needed reminded past tht masters pm hs touched rajeev gandhi disclose excesses committed emergency
596,  drmjaipur arvindm railwayseva piyushgoyaloffc pmoindia narendramodi concerned department parce
597,  sarojpandeybjp narendramodi amitshah bjpindia bjpwbengal ramlal
598,pm modi hits mamatabanerjee says tmcs anti democratic ways angered people loksabhaelections live updates t
599,  chefbrianmodipa come thuka mos ne
