index,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment score
175,ye tera ladka kya kya kehta fir raha hai narendra modi ji ke dil pyaar daalunga bach nahi sakte mere pyaar se modiji mujhe iske lachchan theek nahi lag rahe isse pehle mamla haath se nikle meri maan iski shaadi kara de,29,3,4,0,0,0,0,0,1,1,0,0,0,0,0,4,-0.5
176,  sabsebadajhootamodi karnataka elections modi created fictional story nehru sacked general cariappa shameless lie fact rss plotted murder gen cariappa south indian,13,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02500000000000001
177,  modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
178,  amitshah narendramodi bjpindia bjpup uttarpradesh varanasi,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
179,better country ms mayawati prime minister narendra modi amp rahul gandhi mayawati looking better narendra modi prime minister post prime minister people vote sp bsp rld loksabha elections,13,4,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5
180,stefan vogel head commodities rabofoodagri presenting igc grains conference igcconf ta,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
181,didi ruined bengals heritage pm modi west bengal namo app,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
182,  drshamamohd utpalghosh watermelon knife par gire ya knife watermelon par kya fark padta katega hi ek baar fir modi jitega nhi congress haregi,15,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.0
183,  sabsabadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
184,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
185,  rishibagree congressi modi shouldn mention surgical strikes campaigns fauj desh ki hoti hai vyakti ya par,8,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0
186,  bedtet _ _ nota loksabhaelections bjpindia bjpup narendramodi bjplive pmoindia amitshah amitshahoffice narendramodi_in myogiadityanath cmofficeup drdineshbjp upgovt rssorg jpnadda sureshkkhanna,14,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
187,  sadhavi narendramodi nt india today confirmed details story,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4
188,inc campaign far runs like abuse modi abuse savarkar abuse godse abuse rss sangh abuse modi msm intellectuals outraged savarkar dead gone dusted modi raises tera baap chor hai suddenly morality comes,21,6,1,1,3,0,0,0,0,0,0,0,0,0,0,0,-0.25
189,warm meeting pm modi amp divyang person varanasi deshkishaanmodi,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6
190,  modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
191,  mohfw_india wewanttojoinanatomy wewanttobeteachers futureonstake year nos vaccant seats time jpnadda mohfw_india pmoindia narendramodi fordaindia abpnewstv aajtak toiindianews pib_india subrah,13,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
192,modi guilty iaf election campaign trips amp paying iaf pittance return bjp paid non official election trips chandigarh shimla annadale chandigarh trip paid,14,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
193,canadian bhatia insignificant second rate actor leave modi second power think amitabh bachaan embarrassing bigoted canadian kumar giving tough fight,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12962962962962962
194,gdp gas diesel petrol modikafakegdp,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
195,pm modi spent rs cr public money touring world combined official trips unofficial ones amp billed taxpayer blatantly lying breaking rule comes easy modiji,11,6,4,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.04166666666666666
196,modi wants talk nehru rajiv mountbatten cornwallis hastings minto heres thread stories nt want talk,9,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
197,watch massive rally crowd etches long trail gives rousing welcome pm modi helicopter lands west bengal bankura read t,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
198,  narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
199,  kanimozhi keralacastro anilindian kuvalayamala hkupdate girishalva chathootti prafullaketkar excomradekerala prof_hariom ranganaathan jspandey _ savesabrimala ensine sagenaradamuni maheshjoshi_mj jsaideepak advmonikaarora shefvaidya sgu,14,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0
200,  sabsabadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
201,  narendramodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
202,  major claims prime minister narendra modi years true t,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20625
203,  narendramodi modifiedvikas kapilmishra_ind tajinderbagga p_sahibsingh,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
204,  gst sabsebadajhootamodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
205,  gaalipolitics narendramodi narendramodi,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
206,  mayankredkop prove rafael ll sure stand maligning modi let talk,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5
207,  defencepk narendramodi evm evm dna _ _ dna _,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0
208,ve got rajiv gandhi swiss bank account number said vp singh election rally patna showing piece paper crowd promised reveal bofors beneficiaries days power swiss bank black money sounds familiar sabsebadajhootamodi,16,5,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0.10416666666666667
209,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
210,exclusive saga narendra modis vindictiveness bureaucrat wants fight corruption mistake took modi na khaunga na khane dunga slogan face value sanjiv chaturvedi t,15,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2
211,  narendramodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
212,advised narendramodi drag pm rajiv gandhi middle elections happened time years sitting pm insulting martyr pm whosoever advised modi sure wisher backfired,11,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.15000000000000002
213,rssorg told narendramodi amitshah bjpindia comes constitution tweaked reflect indias new majoritarian ethos secularism hate excised bainjal,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33181818181818185
214,lets save soul elder sister currently suffering chronic kidney diseases goiter infection currently going weekly hemodialysis nisa hospital abuja suffered kidney disease years,13,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
215,modi shah fighters ve won seats relent rd spirit indian civilisation lacked millennia,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
216,narendramodi bhakts new poster girl italian stringer francescam foreign media corroborating bjpindia claim killing hundreds jihadis balakot note twitter handle includes france scam rafale coincidence,17,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0037878787878787845
217,ranjith vadiyala asks sree iyer opinion narendramodi govt rvaidya sree iyer modi govt year term essential things govt cabinet,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
218,history pm brazenly lied late pm chosen new topic lie latest rajiv gandhi went holiday extended family ins viraat vice admiral retd vinod pasricha clarified sabsebadajhootamodi,15,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11212121212121212
219,  ashokgehlot narendramodi amitshah vasundharabjp ra_thore,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
220,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
221,  deshkishaanmodi feel cheated computer baba brought rally monster sadhus feel accidentally campaigning digvijaya singh sadhvi pragya reasons happy,8,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8
222,sick person mr modi spreading false things rajiv ji vice admiral dismisses lies rubbish sabsebadajhootamodi,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5571428571428572
223,modiji holding cards appropriate time needs learn bringing vario,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
224,  narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
225,tribute sons soil people till soil life relationships success family farming maharshi glory ysjagan ktrtrs narendramodi directorvamshi urstrulymahesh,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3
226,worked net gdp growth adjusting fake companies want bet negative growth past years totally exposed nehru indira rajiv nt help kerala guys got right time pomonemodi,11,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,-0.1273809523809524
227,  bjpindia ones modi,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
228,having failed deliver development fronts pm modi adopted new technique campaigning election rallies attacking pm rajiv gandhi,7,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.18181818181818182
229,  narendramodi beloved pm perfect example taare asman se uppar chai se sou crore ka chokidhar tak t,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.85
230,congress leader randeep surjewala hit pm modi accusing making iaf jets taxi itvideo loksabhaelections videos t,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
231,pm modi interview aaj tak campaign purulia west bengal deshkishaanmodi,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
232,modi ji rakes issues divert peoples attention failures world witness important leaders globally late shri rajiv gandhi ji sabsebadajhootamodi,14,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05000000000000002
233,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
234,  modionindiatv ramadan pm amitshah cmohry,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
235,hey squinty master feku modi went pakistan invitation performed mujra nawaz sharif house modi pakistani stooge,10,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
236,  narendramodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
237,  modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
238,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
239,  modihiaayega bjpindia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
240,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
241,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
242,years modi better past pm past pm worse modi hmm comes thing guess,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,-0.1
243,  prettypadmaja jhasanjay gone mad simply mad modiji allowed rafale blowing knowing fall flat know nuts whn national security matters death nail baba misdeeds bhago kahan bhagoge,13,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.425
244,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
245,  ilficca _ rotefuchs ho anche lardire di aspettare finch non sia entrata nel portone esistono altri modi,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0.0
246,use warships vacations nehru gandhi family pm modi quotes limited rajiv gandhi misusing friends italian family malaise started nehru pics nehru indira young rajiv amp sanjay vacationing aboard ins delhi,20,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.009523809523809526
247,dubejiinc rt divyaspandana modis election agenda sabsebadajhootamodi,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
248,jab aap kisi se prem krte hai toh uski burai apku dikhai nhi deti hai like modi bhakt don mind,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0.0
249,  modi wapas ayega ghar ghar bhagwa chaega jai shri ram jai shri ram puralia west bengal mamata scared repressing hinduism biting hard,16,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2916666666666667
250,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
251,bathong ba modimomixwell ke sefane sa tota yhu ha thought got started djing coz mixed,6,3,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0.0
252,sure burger king real meals real hoax way doubly offensive workers spatula writers commodifying depression combine profit motive depression things struggle ramadan mock reli,11,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0.22499999999999998
253,  electionalert promised crore jobs jobs according parliament report reduced unemployment west bengal cent challenge pm narendramodi debate indias history papers teleprompters mamataofficial,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
254,  sabsabadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
255,  cibil cibil_official rt narendramodi drrizwanahmed sardanarohit,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
256,  kejriwalchewtiyahai arvindkejriwal msisodia modihiaayega delhiwithmodi,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
257,soon modi shared india todays article corrupt rajiv misusing ins virat updated nt worry aroonpurie ss old article,10,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.2
258,  rahulgandhi sabsebadajhoothamodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
259,  pm narendramodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
260,pm narendramodi today lauded india today tv reporter manogyaloiwal bengal courage loksabhaelections,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
261,million car electric dream spurs smoggy poland grasp musk polands million car goal unrealistic execu,9,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.5
262,pac said bring climax sex type love need,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
263,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
264,  onepluspro maharshiday deshkishaanmodi blockbustermaharshi aitheyaasong hbdsaipallavi maharanapratap,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
265,swara surgical strikes swara incindia supporter swara aamaadmiparty supporter swara deshdrohi supporter swara truth supporter justmodi,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
266,  cammodisane effsouthafrica m worried regarded spoilt ballot,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
267,modi wave journo nahi hai people removing chairs accommodate people stand journo,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
268,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
269,  modihiaayega t,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
270,  sir aapke saansado ne pichle saal delhi kya kia modi abey wo chhodo kaam ki baat suno mai tumhe batata hu rajiv gandhi ne kya kya kia,16,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0.0
271,  kanimozhi keralacastro anilindian kuvalayamala hkupdate girishalva chathootti prafullaketkar excomradekerala prof_hariom ranganaathan jspandey _ savesabrimala ensine sagenaradamuni maheshjoshi_mj jsaideepak advmonikaarora shefvaidya sgu,14,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0
272,bjp tv narendramodi anubhavshukla rssorg amitshah myogiadityanath yadavakhilesh,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
273,seriously narendramodi trashing nangafying chinese gandhis abusing powers abusing navy navy ship like private taxi rajivg foreigner laws board takes foreigners aboard navy ships shameful,12,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,-0.1111111111111111
274,modi ji discovered time machine s fighting general election amp rajiv gandhi principal rival oh,9,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0.05000000000000002
275,  photo server_podivan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
276, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
277,rare videos modi modi supplemented jai shri ram,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
278,  phirekbaarmodisarkar modiagainsaysindia modihiaayega modihaikaamdar loksabhaelections narendramodi modiwave,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
279,  narendramodi campaigning eiffel tower france indians hear modi modi chants deshkishaanmodi,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
280,kal ko modi ji ko vadnagar jaana ho toh wo rafale mein baith ke ja sakte hain,9,2,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0.0
281, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
282,rahul gandhi welcome debate modi learns speak truths don incur consequence retraction amp repeated unconditional apologies supreme court given concoctions amp heat moment juxtaposition borrow apology,16,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8
283,swara aunty rape politicise surgicalstrikes politicise sonam aunty role deshkishaanmodi aayegatohmodihi payalrohatgi,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
284,  narendramodi modi wapas ayega ghar ghar bhagwa chaega jai shri ram jai shri ram puralia west bengal mamataofficial scared,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
285,  ins ins sabsebadajhootamodi,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
286,  msopmodii _ opening box getting ok,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
287,  ayegatohmodihi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
288,  narendramodi modihiaayega bjpdelhi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
289,  renukajain laxit_parsana narendramodi strong feeling gargoyles andromeda galaxy conspiring modi defeated intense bhakti save,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31666666666666665
290,assumed pretty slept jace matter time sleep t,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
291,stop looking loser ugly eyes don deserve want look step use bratprincess vice chasity step send step ll obey find lockedinlust,11,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
292,  digvijaya _ reply sadhvipragya_mp deshkishaanmodi,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
293,  modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
294,gs smt priyankagandhi gave modi ultimate challenge fight phases lok sabha elections demonetisation gst crime women amp false promises nation youth,14,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.20000000000000004
295,instead punishing guilty riots congress rewards pm modi nam,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5
296,wo nt narendramodi election real issues achievements wo nt talk demonetisation claimed desh cos failed miserably election agenda defame leaders desh ka sabsabadajhootamodi,10,7,2,0,3,0,0,0,0,1,0,0,0,0,0,0,-0.43333333333333335
297,  idatexell om agenda mlartinget om vi ska lyckas med agenda behver alla engagera sig det en laginsats och vi behver ha modiga ledare globalatrender hllbarhetsmlen,10,3,3,5,0,0,0,0,1,0,0,0,1,0,0,2,0.0
298,  amitshah bjpup fortunate pm like modi deshkishaanmodi,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4
299,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
300,  watch pm modi purulia mujhe bataya gaya hai ki yahan didi ne kahan hai ki woh modi ko thapad maarna chahti hain didi mamata didi mein toh aapko didi kehta hun aapka aadar karta hun aapka thapad bhi mere liye ashirwaad ban jaayega woh bhi khalunga,28,1,4,1,1,0,0,0,1,0,0,0,1,1,0,8,-0.5
301,  phirekbaarmodisarkar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
302,  narendramodi govts strategic plan helped open janaushadhikendras amp deliver medicines half market price strategic push resulted estimated savings rs crores public namo,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05555555555555555
303,mr modi fool people time retd vice admiral vinod pasricha busted pm modi fakery rajiv gandhi saying allegations modi totally false amp fabricated sabsebadajhootamodi,15,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.20000000000000004
304,exclusive hindustan paper corporation salaries unpaid years employees approach nhrc modi govt read t,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
305,retd vice admiral lambasts pmmodi ins viraat allegation claims rajivgandhi official visit sabsebadajhootamodi,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
306,explosive ex fauji rips congress delusional surgicalstrike theory apart shame congress bigger shame ex pm sonia stooge dr manmohan singh blot chair pm world largest democracy congressneveragain deshkishaanmodi,15,1,6,2,1,0,0,0,0,0,0,0,0,0,0,3,0.0
307,modi overrated politician,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
308,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
309,shamelessly modi lying rajiv gandhi pathological liar going win indian people accept insulting departed people modi going lose time sabsebadajhootamodi,7,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09999999999999998
310,nehru rajiv gandhi modi spreading misinformation vice admiral retd vinod parischa sets record straight rajiv jis travel aboard ins viraat exposes modis lies shame pms post sabsebadajhootamodi,19,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2
311,  years incindia gt years bjpindia years modi times gt years congress,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
312,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
313,anti hindu omarabdullah nc approaches jkhc seeks withdrawal amendment article gave reservation economically weaker hindus jammu govt jobs amp education hc issues notices union govt amp govt narendramodi govt amended feb,16,5,6,1,1,0,0,0,0,0,0,0,0,0,0,2,0.3
314,  ddfbdfabf nice got ta credit gothamburgersc newyorklivetv ddfbdfabf like amp retweet fortnite season battle pass ddfbdfabfa obstwitter appleitunes ddfbdfabfc tl _ ddfbdfabfe surface book ddfbdfab date friend huge crush alexcalichen ddfbdfab y nt bobrisky credit deserves wtf ddfbdfab ddfbdfab ddfbdfab vixx_news vixx hyuk if_only _ pm ddfbdfabb naamah infestation goal corpus gaining cr fieldron eta hrs ddfbdfabd ddfbdfabf ddfbdfab p_pekomi ddfbdfab fate grand order turas ralta fgo t ddfbdfab sorry owen rebel establishment s bad luck stood brexit sided ruling class people vote brexitparty_uk ddfbdfab ddfbdfaba absolutely lost happy months grr martins song ice fire ddfbdfabc db ddfbdfabf vic hi ha coses vergonyoses una delles el negoci de la mort tanatori privat en terrenys pblics preus abusius dem enterrem els seus privilegis vine la rua funerria la gesti municipal del tanatori celebremho ddfbdfab ddfbdfab ddfbdfab excuse ddfbdfab ddfbdfabb ddfbdfabf gledajte sad ove brazde na tek uradjenoj podlozi za asfalt ddfbdfab ddfbdfab complications aviable cases differ methods better ddfbdfab pm modi like school boy failed homework excuses pandit nehru taken away answer sheet indira gandhi paper boat priyankagandhi aicc general secretary ddfbdfabb oh chaque fois donner le meilleur de soi ce est qu un pome mais si est maladroits est avec joie qu vous aime tanka posie yolo mditation amiti ligue_des_optimistes jeudiphoto ddfbdfabd ugur _ guardiola art barcelonaya eski havay katacak tek kiidir uan coutinhoda neymar yapmaya alo uan ddfbdfabf ddfbdfab ddfbdfab want bounce lil uzi knee ddfbdfab ddfbdfab october think amazing babies toast babies happy birth month lovely humans let know baby ddfbdfabb ddfbdfabd ddfbdfabf ddfbdfab ddfbdfab born day late jimmyruffin photo taken fairfield halls ddfbdfab ddfabdfabb ddfabdfabd tweet gt gt ai nt like nt want ddfabdfabf ora misurazione temperatura c umidita punto di rugiada temperatura percep ddfabdfab agzhf ddfabdfab sarap ddfabdfab tprince t t ddfabdfabb anos eu tava fazendo era assim ddfabdfabe ddfabdfab lorenzobises addirittura scomodare cat woman si prenderebbe sberle basta ddfabdfab know capitalism evil forced scab ll debt collectors knocking don work ddfabdfab pay close attention friends nt ask amp continuously talk amp expect nt type people nt need amp took long realise ddfabdfab ddfabdfab silvertip films vlog video production news emilybeachuk filmed southlodgehotel featuring wor ddfabdfabc arsmsk ddfabdfabe enjoy_thenoise quand je vais taffer tout court marche aussi perso ddfabdfab changed soobins hairstyle showing forehead oof dead fr fr ddfabdfab juliadrobertson jsoosty responded tweet read happy lesbiandayofvisibility self worth directly tied fucked hair anyways cis commented lesbian twitter account suspended ddffbdfabe narendramodi ddbdfabda sir s technically possible present constitution given parliamentary system presidential way vote modi ji vote varanasi nt need find best possible candidates constituency ddbdfabd modihiaayega ddbdfab gentle reminder modi election amp dare fight real issues guts sabsebadajhootamodi ddbdfabb el catal una llengua molt antiga modificada poc utilitzada al mercat un catal pot viure un dia plenament ddfbdfabe imagine pm middle election talk pm dead years perported visit naval ship dramsinghvi sabsebadajhootamodi ddbdfab dear rahulgandhi ji ayegatomodihi modihiaayega dddbdfab modihiaayega namowithharyana narendramodi bjpindia ddbdfaba mamata banerjee kolkaat municipality trucks remove banners bjp narendra modi didi mamataofficial scared nt trust voters gon na vote nt like work ddbdfabd purulia deshkishaanmodi ddbdfaba shehzad_ind narendramodi people doubt namo win ddbdfab acb_maharashtra milokmat chdadapatil pmoindia dev_fadnavis waglenikhil cmomaharashtra narendramodi ddbdfab narendramodi agreed gandhis corrupt family sitting papers years ddabdfabb lets return peace return sanity lets progress lets congress lets return development vanity lets progress lets congress sabsebadajhootamodi ddebdfabc modi punch opposition jampacked schedule today addressing rallies day t ddebdfabc independent india temples broken occasions man gujarat kashi modern aurangzeb busy creating rift amp hatred indians sabsebadajhootamodi ddbdfabf amitshah deshkishaanmodi ddbdfabf narendramodi ddbdfabad went review second visit rml hospital got appointment ors days ago choose date went st floor counter online appointments st queue time phirekbarmodisarkar ddbdfabc overcome weakened security india rajiv gandhi modi fudged gdp data hid nsso data employment demonetised country helped increase indias debt amp ignored intelligence report imminent terrorist attack pulwama ddbdfabb vice admiral retd vinod pasricha clarified times says shri rajiv gandhi aboard ins viraat official visit amp visitors basically following norms sabsebadajhootamodi ddbdfab like frankenstein monster founder bjp cell says pm modi team started rot huffpost india ddbdfabdb narendramodi loksabhaelections electionswithindiatv resultswithrajatsharma t ddfbdfabac guy ask selfie reallyswara shoots video instead selfie said ma aayegatomodihi swara shocked ddabdfabe violencia contra las mujeres resultados clave estrategias para abordar la denuncia cumplir la orden de pro ddabdfab seu perfil foi visto por pessoas na ltima hora ddabdfab ddabdfab usj onepiece ddabdfab cutest thing omg ddabdfab cnnnews narendramodi incindia pawankhera hahaha vice admiral political aspirations al ddabdfabb custom shop canopus usedcanopus pack ddabdfabd new film pov films vol t ddabdfabf ddabdfab stray kids bang chan new nickname funny fits ddabdfab aveugle ou quoi directeur de cabinet qui devient prsident de la rpublique omarbongo pendant la maladie de ddabdfab binance binance ddabdfabb caralho mais um dia indo pra aquela mfia que se chama detran ddabdfabe hustling ddabdfaba ddabdfaba ddabdfaba teeny piece nano fiction weep feature anthology end july writingcommunity amwriting drabbles,484,135,91,22,22,0,0,0,9,9,2,2,5,0,0,41,0.03484848484848486
315,  modi mamataofficial laddus stored laddu moditohgaya,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
316,modi habitual liar lies daily basis statements false sabsebadajhootamodi,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20000000000000004
317,  onepluspro maharanapratap thursdaythoughts deshkishaanmodi,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
318,huge crowd gathered beat narendra modi reports madhuparna_et,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4000000000000001
319,  pawankhera exposes lies pm modi sabsebadajhootamodi,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
320,  narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
321,modi editor newspaper thing checked date trust man sabsebadajhootamodi,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
